name,team,fifa_OVA,fifa_POT
L. Robertone,Vélez Sarsfield,60,77

I. Cernigoi,Vicenza,60,67

C. Assia,Boyacá Chicó FC,60,66

T. David,ADO Den Haag,60,70

M. Haddachi,ADO Den Haag,60,70

J. Maja,Sunderland,60,76

H. Al Habib,Ettifaq FC,60,70

K. Miś,Korona Kielce,60,70

D. Vukobratović,Górnik Łęczna,60,60

B. Gyamfi,Benevento Calcio,60,68

G. Crociata,Brescia,60,79

Yeerjieti Yeerzati,FC Paços de Ferreira,60,67

C. Vaquero,Boyacá Chicó FC,60,60

F. Nuñez,CD Cobresal,60,66

H. Tshimanga,KRC Genk,60,73

K. Bonifazi,Ferrara (SPAL),60,68

P. Asmah,Avellino,60,69

C. Morra,Vercelli,60,67

B. Johnsen,Heart of Midlothian,60,64

D. Stassar,Roda JC Kerkrade,60,68

B. Straetman,Sporting Lokeren,60,78

S. Amoros,Port Vale,60,68

S. Pogorilyi,FK Bodø/Glimt,60,60

M. Acosta,Alianza Petrolera,60,65

Javi Benítez,Real Sporting de Gijón,60,77

R. Peña,Querétaro,60,65

N. Dovedan,SCR Altach,60,66

D. Jones,Philadelphia Union,60,68

M. Cano,San Luis de Quillota,60,61

Diego Ferraresso,Cracovia,60,64

G. Rolando,Latina,60,68

S. Al Yami,Al Ahli,60,68

I. Sacko,RC Strasbourg,60,74

M. Chouiar,RC Lens,60,74

G. Adzhoev,Arsenal Tula,60,69

L. Goujon,AJ Auxerre,60,74

M. Edwards,Tottenham Hotspur,60,86

M. Al Enazi,Al Batin,60,60

D. George,FC Twente,60,74

D. Shcherbak,FC Anzhi Makhachkala,60,70

A. Mané,En Avant de Guingamp,60,72

J. Durán,Club León,60,73

A. Sissako,AJ Auxerre,60,78

D. Garro,Junín,60,61

F. De Paoli,Chievo Verona,60,73

A. Confente,Chievo Verona,60,80

M. Fofana,Alanyaspor,60,80

Amorrortu,SD Eibar,60,70

Tiago André,Rio Ave FC,60,70

G. Tormin,AS Monaco,60,79

E. Agyiri,Vålerenga Fotball,60,77

V. Mantovani,Salerno,60,73

I. Çavuşluk,Bursaspor,60,70

A. Parkhouse,Wellington Phoenix,60,66

F. Barcelo,San Juan,60,66

K. Yaşar,Kasimpaşa SK,60,66

Kaiser,Levante UD,60,68

E. Barco,Independiente,60,82

C. Ramírez,Club Atlético Lanús,60,68

Javi Díaz,Sevilla FC,60,72

Gorka Alegría,CD Numancia,60,67

Madrigal,CD Numancia,60,65

Helder Cuinha,Clube Atlético Paranaense,60,60

Vanderlei Dimao,Clube Atlético Mineiro,60,63

D. Vorobyev,FC Krasnodar,60,78

A. Lavenant,FC Lorient,60,70

C. Castro,Tiburones Rojos de Veracruz,60,68

T. Sikhakhane,Orlando Pirates,60,68

J. Fernández,Temperley,60,64

I. Conté,FC Lorient,60,71

V. Cojocaru,Crotone,60,71

W. Tchuameni,F. Santa Maria da Feira,60,76

L. Doumbouya,Inverness Caledonian Thistle,60,63

A. Poungouras,PAOK,60,69

M. Seydi,FC Metz,60,72

Y. Bissouma,LOSC Lille,60,70

R. Koch,1. FC Kaiserslautern,60,72

M. Makudubela,Orlando Pirates,60,61

M. Hongla,Granada CF,60,67

Viti,CD Numancia,60,66

T. Osei-Berkoe,Club Brugge KV,60,80

Marc Vadillo,Gimnàstic de Tarragona,60,67

A. Barkok,Eintracht Frankfurt,60,73

C. Opéri,SM Caen,60,73

G. Rojas,San Lorenzo de Almagro,60,77

C. Healy,Cork City,59,59

L. Mansell,Bristol Rovers,59,59

P. van der Vlag,FC Groningen,59,59

D. Bulman,AFC Wimbledon,59,59

K. Stamatopoulos,AIK,59,59

A. Łukasiewicz,Arka Gdynia,59,59

G. Rogers,Dundalk,59,59

J. Gowling,Grimsby Town,59,59

S. Brown,Accrington Stanley,59,59

D. Pugh,Blackpool,59,59

Kim Chul Ho,Suwon FC,59,59

D. Zjawiński,Arka Gdynia,59,59

M. Bates,Hartlepool United,59,59

M. Bąk,Lechia Gdańsk,59,59

J. Kornetzky,SG Dynamo Dresden,59,59

J. Brandrup,Lyngby BK,59,59

A. Hall,Cheltenham Town,59,59

A. Lawless,Yeovil Town,59,59

J. Anyon,Scunthorpe United,59,59

F. Sulmoni,FC Lugano,59,59

Tiago,Al Qadisiyah,59,59

L. Joyce,Carlisle United,59,59

T. Champion,Barnet,59,59

R. Gilmartin,Watford,59,59

M. Mutsch,FC St. Gallen,59,59

L. Liverani,Salerno,59,59

A. Fleming,Morecambe,59,59

J. Hyde,Stevenage,59,61

M. Godden,Stevenage,59,63

P. Murphy,Morecambe,59,61

S. Frederiksen,Viborg FF,59,60

D. Meenan,Dundalk,59,59

S. Boden,Inverness Caledonian Thistle,59,61

D. Webster,Shamrock Rovers,59,61

D. Cornell,Northampton Town,59,63

K. Sugiura,Vegalta Sendai,59,59

S. Ando,Kawasaki Frontale,59,61

M. Al Saeed,Al Wehda,59,59

S. Rafn,Gefle IF,59,64

E. Hedvall,Gefle IF,59,59

A. Bartlett,Hartlepool United,59,59

O. Lee,Luton Town,59,64

A. Şeker,Alanyaspor,59,59

B. N'Gala,Barnet,59,59

H. Beautyman,Northampton Town,59,64

D. Oberhauser,FC Metz,59,62

I. Feruz,Royal Excel Mouscron,59,67

A. Rennie,Antalyaspor,59,60

R. Sandnes,IK Start,59,63

T. Miller,Carlisle United,59,62

S. Folan,Galway United,59,63

Kim Min Sik,Jeonnam Dragons,59,59

M. Vilhete,Barnet,59,63

K. Mellor,Blackpool,59,61

H. Hope,Bury,59,62

R. Watson,Barnet,59,67

J. Keohane,Sligo Rovers,59,63

B. Kaniecki,Wisła Płock,59,59

M. Górski,Jagiellonia Białystok,59,62

C. Arthur,Crawley Town,59,60

H. Valgarðsson,Örebro SK,59,59

M. Vestergaard,Viborg FF,59,66

M. Harriman,Wycombe Wanderers,59,64

R. Sjöstedt,Falkenbergs FF,59,62

C. McCormack,Derry City,59,62

L. Burge,Coventry City,59,64

D. Potts,Luton Town,59,69

E. Skaasheim,Sogndal,59,59

G. Ray,Crewe Alexandra,59,68

S. Kelly,Port Vale,59,66

E. Seidou,US Orléans Loiret Football,59,64

M. Perrotta,Avellino,59,67

A. Montella,Pisa,59,59

S. Suljevic,GIF Sundsvall,59,65

M. Dolan,Yeovil Town,59,63

M. Bühler,FC Vaduz,59,65

A. Buxton,Portsmouth,59,62

I. Gelios,FC Augsburg,59,65

A. Djaló,Crawley Town,59,64

K. Guthrie,Colchester United,59,67

L. Fernandes,SønderjyskE,59,68

J. Davis,Fleetwood Town,59,67

Lee Kwang Jin,Suwon FC,59,64

D. Clarke,Shamrock Rovers,59,66

G. Morrissey,Cork City,59,65

J. Barthram,Cheltenham Town,59,63

C. Pym,Exeter City,59,71

J. Hooper,Northampton Town,59,67

B. Potts,Blackpool,59,67

G. Holohan,Cork City,59,65

J. Bojang,IK Start,59,70

A. Azeez,Partick Thistle F.C.,59,67

P. Ruddock Mpanzu,Luton Town,59,70

Park Se Jik,Incheon United FC,59,59

J. Manière,FC Lausanne-Sports,59,62

D. Rogers,Free,59,68

G. Buckley,Cork City,59,67

Y. M'Changama,GFC Ajaccio,59,62

A. Abbas,Al Faisaly,59,59

S. Al Dosari,Al Taawoun,59,64

M. Oxborrow,Perth Glory,59,65

A. Al Saleh,Ettifaq FC,59,61

M. Branderhorst,Willem II,59,66

C. Dilo,FC Sochaux-Montbéliard,59,68

K. Kadyrov,Terek Grozny,59,64

M. Bürki,FC Thun,59,67

K. Jałocha,Arka Gdynia,59,65

K. Baccus,Western Sydney Wanderers,59,61

J. Sheehan,Newport County,59,70

A. King,Southend United,59,71

A. Niane,ES Troyes AC,59,61

M. Seaton,Portland Timbers,59,70

Lee Joong Gwon,Incheon United FC,59,65

Lee Kwang Sun,Jeju United FC,59,61

C. Hunte,Stevenage,59,71

D. Love,Sunderland,59,71

V. Lekhal,Le Havre AC,59,66

S. Bozhin,FC Krylya Sovetov Samara,59,68

H. Sanhueza,CD Antofagasta,59,70

B. Nordström,IFK Göteborg,59,68

J. Wright,Doncaster Rovers,59,65

D. Orellana,Everton de Viña del Mar,59,63

D. Wright,Cheltenham Town,59,59

J. McGhee,Middlesbrough,59,72

P. Zinckernagel,SønderjyskE,59,73

L. Lindsay,Partick Thistle F.C.,59,71

L. Donnelly,Hartlepool United,59,71

F. Coniglio,Bahía Blanca,59,66

K. Pallesen,Viborg FF,59,62

G. Honeyman,Sunderland,59,67

A. Ekin,FC Augsburg,59,72

C. Adams,Kilmarnock,59,68

J. Mitchell,Derby County,59,73

A. Falahen,SC Freiburg,59,64

J. Sinclair,Watford,59,74

M. Müller,Wycombe Wanderers,59,66

S. Gotal,Piast Gliwice,59,63

K. Yamamoto,Vissel Kobe,59,59

F. Matri,FC Luzern,59,71

R. Hedges,Yeovil Town,59,72

W. Aimson,Blackpool,59,67

M. Smith,Kilmarnock,59,69

W. Boyacá,Fortaleza FC,59,60

C. Horton,D.C. United,59,71

D. Martínez,Unión Española,59,65

S. Olivares,Godoy Cruz,59,66

O. Palmer,Leyton Orient,59,60

K. Dankowski,Śląsk Wrocław,59,69

A. Uysal,Çaykur Rizespor,59,66

P. Ceccaroni,La Spezia,59,72

F. Costa,Chievo Verona,59,67

M. Zaccagni,Hellas Verona,59,67

L. Cuesta,La Equidad,59,65

L. Acosta,Belgrano de Córdoba,59,69

M. Kallesøe,Randers FC,59,74

J. Morrell,Bristol City,59,69

R. Selasi,Novara,59,67

O. Martler,Falkenbergs FF,59,59

J. Vall,Falkenbergs FF,59,64

J. Bridge,Southend United,59,69

H. Kyprianou,Southend United,59,74

J. Sotirio,Western Sydney Wanderers,59,68

J. Patiño,Fortaleza FC,59,59

S. Mensah,Östersunds FK,59,59

A. Dudley,Bury,59,75

J. Rodriguez,Junior FC,59,66

R. Sandez,Jaguares de Chiapas,59,65

M. Araz,FC Lausanne-Sports,59,67

R. Mendiola,LA Galaxy,59,71

T. Adarabioyo,Manchester City,59,75

M. Berg Gjerstrøm,Strømsgodset IF,59,71

M. Wdowiak,Cracovia,59,67

L. Chávez,Club Tijuana,59,70

C. Ogilvie,Tottenham Hotspur,59,68

C. Rubio Sivodedov,FC Schalke 04,59,75

A. Achinioti-Jönsson,Helsingborgs IF,59,67

Jeong Min Woo,Suwon FC,59,65

M. Baghdadi,Eintracht Braunschweig,59,68

M. Zant,FC Ingolstadt 04,59,66

B. Close,Portsmouth,59,74

A. Paroni,Chiavari,59,61

O. Sowunmi,Yeovil Town,59,71

W. Norris,Cambridge United,59,68

M. Iliman,Kayserispor,59,69

E. Haugan,Olympique de Marseille,59,67

C. Villagra,Banfield,59,71

S. Prusak,Górnik Łęczna,59,59

J. Strauß,RB Leipzig,59,69

S. Dooley,Cork City,59,62

T. Pett,Stevenage,59,65

P. Johansson,Östersunds FK,59,68

A. Jones,Port Vale,59,65

H. Wise,Hartlepool United,59,67

D. Tutonda,Cardiff City,59,68

J. Jones,Crewe Alexandra,59,74

J. Ter Horst,Hull City,59,69

J. Williams,Liverpool,59,71

J. Vickers,Barnet,59,65

L. Kikabidze,SC Bastia,59,64

L. Cueto,FC St. Gallen,59,73

J. Hjelte,Gefle IF,59,68

E. Brophy,Hamilton Academical FC,59,69

C. Ortag,FC Ingolstadt 04,59,68

J. Lyden,Aston Villa,59,73

S. Eryüksel,Akhisar Belediyespor,59,69

C. Escobedo,Monarcas Morelia,59,65

B. Hendriksson,Randers FC,59,73

M. Pinato,Latina,59,64

U. N'Nomo,Leyton Orient,59,71

A. Al Hbeab,Al Raed,59,67

M. Døhr Thychosen,FC Midtjylland,59,71

W. Parra,Independiente Medellín,59,69

A. Campion,Sligo Rovers,59,61

S. Bjørkkjær,FK Haugesund,59,67

A. Sidenko,FC Rostov,59,65

N. Stankevich,FC Rostov,59,65

E. Yılmaz,Torku Konyaspor,59,71

B. Kennedy,Stevenage,59,72

K. Vincent-Young,Colchester United,59,66

N. Al Muwallad,Al Faisaly,59,65

S. Sy,AS Monaco,59,67

A. Fontana,Banfield,59,69

M. Kvasina,FK Austria Wien,59,69

B. David Akintola,FC Midtjylland,59,68

S. McKenna,Aberdeen,59,73

C. Horgan,Galway United,59,66

Carlos Alves,Rio Ave FC,59,67

G. Etinof,Stade Lavallois Mayenne FC,59,73

J. Pohl,Aalborg BK,59,71

F. Al Sagri,Al Faisaly,59,60

F. Quiroga,Atlético Tucumán,59,59

J. Requejo,Club Tijuana,59,71

P. Kasim,IFK Göteborg,59,70

J. Lagües,Colo-Colo,59,76

B. Sezer,Borussia Mönchengladbach,59,66

A. Sané,Olympique de Marseille,59,73

A. Sandona,Unión,59,67

D. Franco,San Juan,59,64

R. Gyselinck,Sporting Lokeren,59,67

J. Greenspan,Colorado Rapids,59,67

A. Ucros,Corporación Club Deportivo Tuluá,59,64

S. Magallán,Unión,59,64

J. Flores,Wigan Athletic,59,73

K. Woolery,Wigan Athletic,59,69

J. Larsen,Borussia Dortmund,59,78

A. Andersson,BK Häcken,59,69

F. Álvarez,Atlético Tucumán,59,66

Kim Sung Ju,Sangju Sangmu FC,59,62

M. Dugandžić,Terni,59,67

E. Konsa,Charlton Athletic,59,77

M. Mehlem,Karlsruher SC,59,78

E. Goshev,FC Rostov,59,75

A. Angulo,Deportivo Pasto,59,72

Joo Hyeon Woo,GwangJu FC,59,60

J. Singh,Free,59,66

J. Gundersen,Tromsø IL,59,72

K. McFarlane,Birmingham City,59,74

T. Heardman,Hartlepool United,59,67

Y. Hamzaoui,ES Troyes AC,59,70

S. Daham,FC Sochaux-Montbéliard,59,71

W. Wood,Southampton,59,72

F. Al Masrahi,Al Qadisiyah,59,63

C. Harries,Coventry City,59,79

K. O'Connor,Cork City,59,69

R. Nyambe,Blackburn Rovers,59,73

H. Jafary,Al Qadisiyah,59,63

M. Listkowski,Pogoń Szczecin,59,71

T. Al Shamali,Al Raed,59,60

J. Fuchs,FC Sochaux-Montbéliard,59,75

B. Gimber,SV Sandhausen,59,74

O. Jones,Swansea City,59,77

S. Van Dooren,Waasland-Beveren,59,69

C. Goode,Scunthorpe United,59,69

R. Simons,Chesterfield,59,68

T. Kaçar,Osmanlıspor,59,67

G. Gül,VfL Bochum,59,78

D. Castillo,CD Universidad de Concepción,59,63

F. Porath,Hamburger SV,59,74

L. Klünter,1. FC Köln,59,73

V. Koval,Termalica Bruk-Bet Nieciecza,59,64

E. Bunjaki,Eintracht Frankfurt,59,75

R. Ríos,Vélez Sarsfield,59,68

J. Burn,Kilmarnock,59,70

N. Wolters,Roda JC Kerkrade,59,67

Moon Seon Min,Djurgårdens IF,59,65

T. Ndenge,Borussia Mönchengladbach,59,74

L. Edwards,Stoke City,59,75

D. Kurasik,Brentford,59,73

F. Andersson,Malmö FF,59,60

E. Navarrete,Audax Italiano,59,68

Jaime Serrano,Real Oviedo,59,67

J. Contreras,CD Cobresal,59,64

Sergio Molina,Stoke City,59,73

Nilson Alfarinho,Associação Chapecoense de Futebol,59,59

Mauri Borgho,Coritiba Foot Ball Club,59,59

Calegarcinho,Clube Atlético Mineiro,59,59

Dinei Peixo,Vitória,59,59

F. Kohls,Hertha BSC Berlin,59,71

K. Akyüz,Kasimpaşa SK,59,67

B. Biabi,Swansea City,59,74

O. Ugwuadu,Sarpsborg 08 FF,59,73

A. Al Malki,Al Wehda,59,69

T. Kadewere,Djurgårdens IF,59,68

José Machín,Trapani,59,71

O. Borg,Aston Villa,59,71

A. Peña,Pachuca,59,70

J. Lee,Bournemouth,59,72

J. Maguire,Liverpool,59,73

T. Başkan,Gençlerbirliği SK,59,69

A. Olliero,FC Nantes,59,67

Marlinho,Aalesunds FK,59,67

L. Belić,Motherwell,59,65

L. Sixhaso,Kaizer Chiefs,59,68

R. Montiel,AJ Auxerre,59,68

N. Dorsch,FC Bayern Munich,59,78

N. Bostan,Toulouse FC,59,76

A. Gambetta,RC Strasbourg,59,71

J. Mexique,Red Star FC,59,70

L. Algozino,Unión,59,69

M. Samuel,Helsingborgs IF,59,67

J. Svensson,Jönköpings Södra IF,59,60

L. Kjemhus,Sogndal,59,67

B. Jairu,Free,59,59

J. Barrett,Reading,59,78

D. Cano,Atlético Bucaramanga,59,59

L. Dreher,Crystal Palace,59,78

R. Pierre-Gabriel,AS Saint-Étienne,59,75

M. Ramsland,Sogndal,59,67

G. Gaitán,Belgrano de Córdoba,59,69

S. Duque,Fortaleza FC,59,67

N. Rinderknecht,FC Ingolstadt 04,59,77

G. Miller,Bury,59,66

J. Niezgoda,Ruch Chorzów,59,67

J. Skogmo,IK Start,59,59

K. Cameron,Newport County,59,71

R. Tranberg,GIF Sundsvall,59,64

K. Montaño,Cruz Azul,59,67

A. Donkor,VfL Wolfsburg,59,74

D. Lemos,Once Caldas,59,72

R. Miljeteig,FK Haugesund,59,59

K. Seki,Vegalta Sendai,59,59

R. Ringoet,Sporting Lokeren,59,71

N. Ciribe,Mar del Plata,59,69

F. Durán,Vélez Sarsfield,59,69

I. Shuaibu,FK Haugesund,59,75

H. Goya,Gamba Osaka,59,66

R. Insúa,Unión,59,68

B. Cascini,Estudiantes de La Plata,59,71

K. Ikeda,Sagan Tosu,59,59

J. Dasilva,Chelsea,59,78

I. Arai,Yokohama F. Marinos,59,65

J. Noce,G. La Plata,59,75

Y. Nakamura,Júbilo Iwata,59,59

K. Rozo,Patriotas Boyacá FC,59,66

H. Nozawa,F.C. Tokyo,59,66

H. Tameda,Avispa Fukuoka,59,65

T. Tsuda,Ventforet Kofu,59,59

T. Kunimoto,Avispa Fukuoka,59,71

J. Andrada,Godoy Cruz,59,68

J. Pereyra,Rosario Central,59,75

C. Itten,FC Luzern,59,73

K. Itakura,Kawasaki Frontale,59,72

Y. Fujita,Shonan Bellmare,59,59

J. Hanato,Shonan Bellmare,59,60

Y. Kakita,Kashima Antlers,59,75

Yun Tae Soo,Suwon FC,59,67

J. Sánchez,Santos Laguna,59,67

J. Abu Hanna,Bayer 04 Leverkusen,59,77

A. Guliev,FC Ural,59,68

S. Grandsir,ES Troyes AC,59,72

L. Di Yorio,Mar del Plata,59,70

J. Ballou-Tabla,Montreal Impact,59,82

A. Maksimenko,Spartak Moscow,59,77

J. Chicco,Boca Juniors,59,73

T. Sandoval,Santa Fe,59,77

Y. Ndiaye,Bourg-en-Bresse Péronnas 01,59,67

M. Velazco,River Plate,59,67

A. Ramsdale,Sheffield United,59,79

C. Furlong,Milton Keynes Dons,59,72

D. Kasumu,Milton Keynes Dons,59,72

Alvin Meldeiros,Joinville Esporte Clube,59,59

Déner Santoso,Joinville Esporte Clube,59,59

Éder Aldralho,Joinville Esporte Clube,59,59

A. Sanogo,KAS Eupen,59,70

G. Escobar,Temperley,59,68

I. Radu,Inter,59,75

B. Mazikou,FC Lorient,59,68

A. Tabacchi,Bologna,59,74

Alex Azevedo,FC Arouca,59,67

A. Gory,Le Havre AC,59,72

K. Staude,DSC Arminia Bielefeld,59,71

Q. Daubin,Chamois Niortais FC,59,68

G. Hein,FC Metz,59,75

O. Harfield,Bournemouth,59,68

S. Podoksenov,FC Ural,59,71

M. Uusitalo,HJK,59,73

D. Choinière,Montreal Impact,59,72

J. Bitter,FC Schalke 04,59,73

A. Bahçıvan,Adanaspor,59,69

V. Ramis,Talleres de Cordoba,59,64

E. Reynoso,Talleres de Cordoba,59,70

N. Dannevang,AC Horsens,59,64

M. Jespersen,AC Horsens,59,64

J. Christjansen,Lyngby BK,59,59

B. Ralani,Helsingborgs IF,59,59

O. Bogle,Grimsby Town,59,68

J. Lefort,Amiens SC Football,59,66

Y. Mamilonne,Amiens SC Football,59,65

M. Huber,SKN St. Pölten,59,62

D. Petrovic,SKN St. Pölten,59,66

S. Campo,FC Lausanne-Sports,59,67

V. Rosier,Dijon FCO,59,65

B. Tekpetey,FC Schalke 04,59,77

D. Agote,CD Antofagasta,59,69

K. Pedersen,1. FC Union Berlin,59,65

F. Müller,1. FSV Mainz 05,59,77

R. Ziegele,VfL Wolfsburg,59,72

T. Peña,Fortaleza FC,59,61

M. Besuschkow,VfB Stuttgart,59,76

K. Demirtaş,Roda JC Kerkrade,59,67

G. Suso,Godoy Cruz,59,64

B. Simakala,Borussia Mönchengladbach,59,75

M. Spighi,Ferrara (SPAL),59,60

J. Schouten,ADO Den Haag,59,68

J. Oosterlen,SC Heerenveen,59,71

J. Bekkema,SC Heerenveen,59,67

I. Sangaré,Toulouse FC,59,77

M. Jaime,Deportivo Toluca,59,65

O. Torres,Pachuca,59,70

D. Ríos,Guadalajara,59,66

R. Salcedo,Necaxa,59,64

D. Ijaha,Plymouth Argyle,59,62

Shi Tang,FC Paços de Ferreira,59,69

N. Gómez,Everton de Viña del Mar,59,70

L. Bogdan,Vicenza,59,66

V. Gemega,Wisła Płock,59,67

Gianni Cassaró,Girona CF,59,66

A. Beghetto,Ferrara (SPAL),59,67

P. Báez,Real Salt Lake,59,74

D. Duarte,Sparta Rotterdam,59,74

E. Torres,Guadalajara,59,72

S. Mladenovic,Odds BK,59,69

E. Ndoj,Brescia,59,72

R. Romero,Audax Italiano,59,77

J. Faúndez,Audax Italiano,59,69

E. Sánchez,Pachuca,59,74

Y. Salmier,RC Strasbourg,59,64

M. Al Anazi,Al Batin,59,61

A. Rocha,Orlando City Soccer Club,59,65

Félix Mathaus,Grupo Desportivo de Chaves,59,67

W. Al Anazi,Al Batin,59,69

N. Hoogveld,N.E.C.,59,70

C. Amatkarijo,ADO Den Haag,59,77

M. Borodko,FC Ufa,59,66

A. Sosa,Banfield,59,68

N. Rütten,Borussia Mönchengladbach,59,71

G. Gómez,Racing Club,59,69

M. Zaracho,Racing Club,59,78

A. Araujo,Racing Club,59,78

J. Brunetta,Sarandí,59,74

N. Briasco,Huracán,59,70

Vera,Córdoba CF,59,69

T. Spinelli,Club Atlético Patronato,59,65

B. Levis,Vancouver Whitecaps FC,59,65

M. Traoré,CD Mirandés,59,71

Aitor Chueca,Real Zaragoza,59,67

B. Hinchliffe,Hull City,59,75

Ailton Gesser,Associação Chapecoense de Futebol,59,59

Lourival Rodeiro,Fluminense Football Club,59,62

A. Groeneveld,N.E.C.,59,70

A. López,Monterrey,59,64

T. Baroni,Rafaela,59,68

V. Rabiega,Bradford City,59,65

S. Hart,Port Vale,59,71

F. Gmeiner,N.E.C.,59,69

B. Wolski,Cesena,59,71

L. Faye,Vitesse,59,73

F. Götze,FC Bayern Munich,59,72

Diego Parras,UD Las Palmas,59,71

I. Pandita,CD Leganés,59,71

B. Yılmaz,Bursaspor,59,74

M. Sanhaji,CD Numancia,59,67

D. Bredewolt,PEC Zwolle,59,70

M. Manari,Ascoli,59,72

M. Mansilla,Rosario Central,59,74

N. Zalazar,San Lorenzo de Almagro,59,75

A. Lukanović,Novara,59,76

K. Jakob,1860 München,59,70

A. Chatzigiovannis,Panathinaikos FC,59,74

C. Day,Stevenage,58,58

K. Ellison,Morecambe,58,58

R. Esson,Inverness Caledonian Thistle,58,58

M. Böcskör,SV Mattersburg,58,58

F. Burgmeier,FC Vaduz,58,58

J. Smith,Luton Town,58,58

W. Skaba,Ruch Chorzów,58,58

C. Weston,Barnet,58,58

A. McNally,Bray Wanderers,58,58

M. Hugosson,Gefle IF,58,58

A. Keane,Dundalk,58,58

K. O'Connor,Longford Town,58,58

J. McKeown,Grimsby Town,58,60

Castells,Derry City,58,58

T. Tanaka,Albirex Niigata,58,58

O. Pineda,U.N.A.M.,58,58

S. Grippo,FC Vaduz,58,59

D. Ciccone,FC Vaduz,58,58

I. Necevski,Central Coast Mariners,58,58

E. Parish,Accrington Stanley,58,60

P. Kavanagh,Bohemian FC,58,58

P. Amond,Hartlepool United,58,58

J. Franks,Ross County FC,58,59

B. Tozer,Newport County,58,60

Jo Su Huk,Incheon United FC,58,58

A. Denisov,Arsenal Tula,58,58

L. Saxton,GIF Sundsvall,58,59

D. Piotrowski,Wisła Płock,58,58

V. Noring,Heart of Midlothian,58,60

R. Tait,Motherwell,58,58

K. Nishimura,Nagoya Grampus,58,58

M. Jackson,Newport County,58,62

M. Grasegger,SKN St. Pölten,58,59

T. Nørgaard,Silkeborg IF,58,59

L. Fernández,Real Salt Lake,58,68

P. Schürpf,FC Vaduz,58,58

T. Audel,Notts County,58,58

K. Mustafa,Falkenbergs FF,58,61

L. O'Brien,Portsmouth,58,63

M. Leahy,Sligo Rovers,58,60

K. Ward,Derry City,58,59

S. Payne,Barnsley,58,62

C. Routis,Ross County FC,58,60

D. Prendergast,Bohemian FC,58,58

D. O'Connor,Shamrock Rovers,58,63

A. Dere,Torku Konyaspor,58,64

L. Bogusławski,Górnik Łęczna,58,66

A. Akhyadov,Terek Grozny,58,64

G. Shaw,Shamrock Rovers,58,63

S. Thomas,FK Bodø/Glimt,58,60

B. Williamson,Cambridge United,58,58

L. Allinson,Chesterfield,58,66

K. Buckley,Bohemian FC,58,61

P. Roberts,Sligo Rovers,58,62

M. McCallum,Plymouth Argyle,58,65

D. Jarvis,Derry City,58,64

A. Cooper,Cheltenham Town,58,63

D. Skhirtladze,Silkeborg IF,58,66

D. Atkinson,Carlisle United,58,64

Z. Clark,St. Johnstone FC,58,66

W. Frantzen,Tromsø IL,58,64

P. Izzo,Central Coast Mariners,58,67

A. Rodgers,Swindon Town,58,63

K. Bigler,FC Thun,58,65

P. Barrett,Dundalk,58,65

J. Rodríguez,Puebla,58,66

L. Wakefield,Morecambe,58,63

N. Hasler,FC Vaduz,58,62

D. Morrissey,Cork City,58,68

J. Pigott,Cambridge United,58,61

M. Crocombe,Carlisle United,58,66

G. Shanahan,Galway United,58,63

G. Shalaj,Port Vale,58,59

D. Mariani,FC Lugano,58,63

G. Sarris,Hamilton Academical FC,58,61

T. Nilsson,Jönköpings Södra IF,58,58

P. McLain,Chicago Fire Soccer Club,58,61

L. Conlan,Morecambe,58,64

A. Barry,Derry City,58,63

D. Fitzpatrick,AFC Wimbledon,58,67

M. Al Safri,Al Faisaly,58,60

Q. Roberts,Toronto FC,58,67

L. Angol,Peterborough United,58,69

T. Castella,FC Lausanne-Sports,58,65

L. Bardini,Cesena,58,68

K. Mbabu,BSC Young Boys,58,71

Y. Al Sawasan,Al Fateh,58,60

A. Ada,Al Taawoun,58,61

S. Otayf,Al Taawoun,58,59

L. García,Deportivo Toluca,58,67

S. Long,Oxford United,58,65

A. George,Free,58,64

A. Davey,Crawley Town,58,68

L. Graham,Chesterfield,58,65

G. Glendon,Fleetwood Town,58,69

J. Blyth,Motherwell,58,65

L. Italiano,Wellington Phoenix,58,62

